System,Online,Domain_0,Domain_1,Domain_2,Domain_3,Tech_0,Tech_1,Tech_2,Tech_3,FDC,FBD,PLO,Ske,Kur,CL,MIE,NBC,MAPE,RD,Model,perf
7z,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0870000502092696,3.0,-0.0059079834679466,0.009351398524394,0.1005414025355957,-0.0808424845619963,-0.0257166703922013,0.0309933327780476,5.408502357328064,1945.1535209102087,DaL,4279.7266666666665
7z,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0636993715353984,3.0,-0.0055620425085369,0.0002107691920492,0.0117707631457584,-0.1807338565410265,-0.0004489703434378,0.0243030175481552,0.4877708601311475,561.4571878843789,RF,4453.48
7z,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0611783849710051,1.5,0.0099130497423855,0.0007137022591376,0.0093213330538013,1.3272133615820234,0.0370543921357442,-0.324941217169914,0.474472701783474,613.6455181426815,DT,4808.7733333333335
7z,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0616193134983365,5.0,-0.0068074299624115,-2.708172294208023,-8.95607020981019,0.4592889438638208,0.0593082174802339,0.0376200450082271,150.95366738706073,9413.22856703567,LR,4580.546666666666
7z,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1328515814181176,7.0,-0.0067459293474053,-2.0805001653908595,-8.860819435950123,-0.0454960353423894,0.0103456660771514,0.033288553272187,61.91440949581263,7107.55184501845,SVR,4573.706666666666
7z,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4768218748791666,6.0,0.0008647717596057,-2.017130209064268,252.75764331160525,-3.004745663575236,-0.0432631556705354,-0.016846451016397,1115.3832071510485,12343.364629458794,GP,4854.22
7z,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0602142321085071,5.0,-0.0071303081911938,-2.7085464755259885,-8.959402447384301,-0.0034660046415035,0.0583780753706317,0.0444201011791209,150.5883903679507,9427.633963714638,SPLConqueror,4698.193333333333
7z,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.038500513633547,1.0,0.015117539287281,0.0008461539252846,0.0118519341330838,1.6835348894190698,0.0104155383825146,-0.3706752327982235,0.4666588787128731,602.6640682656827,DECART,4397.153333333334
7z,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1687878672726042,4.0,-0.0060309846979588,0.0062964845953459,0.1114234564975564,-0.141101829615132,-0.0189635394806753,0.027375570860824,99.97602853896838,2071.758986777368,DeepPerf,4492.6
7z,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1844298607294812,3.0,-0.0067920548086599,0.0085860127023917,0.1032128823807632,-0.0599142566531631,0.0029138496672072,0.0366889085363638,8.019253994953022,2226.9689268142683,HINNPerf,4352.926666666666
7z,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0870000502092696,3.0,-0.0059079834679466,0.009351398524394,0.1005414025355957,-0.0808424845619963,-0.0257166703922013,0.0309933327780476,5.408502357328064,1945.1535209102087,DaL,4623.553333333333
7z,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0636993715353984,3.0,-0.0055620425085369,0.0002107691920492,0.0117707631457584,-0.1807338565410265,-0.0004489703434378,0.0243030175481552,0.4877708601311475,561.4571878843789,RF,4408.3933333333325
7z,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0611783849710051,1.5,0.0099130497423855,0.0007137022591376,0.0093213330538013,1.3272133615820234,0.0370543921357442,-0.324941217169914,0.474472701783474,613.6455181426815,DT,4408.3933333333325
7z,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0616193134983365,5.0,-0.0068074299624115,-2.708172294208023,-8.95607020981019,0.4592889438638208,0.0593082174802339,0.0376200450082271,150.95366738706073,9413.22856703567,LR,4408.3933333333325
7z,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1328515814181176,7.0,-0.0067459293474053,-2.0805001653908595,-8.860819435950123,-0.0454960353423894,0.0103456660771514,0.033288553272187,61.91440949581263,7107.55184501845,SVR,4408.3933333333325
7z,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4768218748791666,6.0,0.0008647717596057,-2.017130209064268,252.75764331160525,-3.004745663575236,-0.0432631556705354,-0.016846451016397,1115.3832071510485,12343.364629458794,GP,4408.3933333333325
7z,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0602142321085071,5.0,-0.0071303081911938,-2.7085464755259885,-8.959402447384301,-0.0034660046415035,0.0583780753706317,0.0444201011791209,150.5883903679507,9427.633963714638,SPLConqueror,4408.3933333333325
7z,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.038500513633547,1.0,0.015117539287281,0.0008461539252846,0.0118519341330838,1.6835348894190698,0.0104155383825146,-0.3706752327982235,0.4666588787128731,602.6640682656827,DECART,4408.3933333333325
7z,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1687878672726042,4.0,-0.0060309846979588,0.0062964845953459,0.1114234564975564,-0.141101829615132,-0.0189635394806753,0.027375570860824,99.97602853896838,2071.758986777368,DeepPerf,4408.3933333333325
7z,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1844298607294812,3.0,-0.0067920548086599,0.0085860127023917,0.1032128823807632,-0.0599142566531631,0.0029138496672072,0.0366889085363638,8.019253994953022,2226.9689268142683,HINNPerf,4408.3933333333325
7z,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0870000502092696,3.0,-0.0059079834679466,0.009351398524394,0.1005414025355957,-0.0808424845619963,-0.0257166703922013,0.0309933327780476,5.408502357328064,1945.1535209102087,DaL,4408.3933333333325
7z,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0636993715353984,3.0,-0.0055620425085369,0.0002107691920492,0.0117707631457584,-0.1807338565410265,-0.0004489703434378,0.0243030175481552,0.4877708601311475,561.4571878843789,RF,4292.540000000001
7z,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0611783849710051,1.5,0.0099130497423855,0.0007137022591376,0.0093213330538013,1.3272133615820234,0.0370543921357442,-0.324941217169914,0.474472701783474,613.6455181426815,DT,4294.46
7z,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0616193134983365,5.0,-0.0068074299624115,-2.708172294208023,-8.95607020981019,0.4592889438638208,0.0593082174802339,0.0376200450082271,150.95366738706073,9413.22856703567,LR,4455.073333333333
7z,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1328515814181176,7.0,-0.0067459293474053,-2.0805001653908595,-8.860819435950123,-0.0454960353423894,0.0103456660771514,0.033288553272187,61.91440949581263,7107.55184501845,SVR,4435.833333333333
7z,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4768218748791666,6.0,0.0008647717596057,-2.017130209064268,252.75764331160525,-3.004745663575236,-0.0432631556705354,-0.016846451016397,1115.3832071510485,12343.364629458794,GP,4476.4800000000005
7z,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0602142321085071,5.0,-0.0071303081911938,-2.7085464755259885,-8.959402447384301,-0.0034660046415035,0.0583780753706317,0.0444201011791209,150.5883903679507,9427.633963714638,SPLConqueror,4457.179999999999
7z,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.038500513633547,1.0,0.015117539287281,0.0008461539252846,0.0118519341330838,1.6835348894190698,0.0104155383825146,-0.3706752327982235,0.4666588787128731,602.6640682656827,DECART,4358.113333333333
7z,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1687878672726042,4.0,-0.0060309846979588,0.0062964845953459,0.1114234564975564,-0.141101829615132,-0.0189635394806753,0.027375570860824,99.97602853896838,2071.758986777368,DeepPerf,4454.213333333332
7z,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1844298607294812,3.0,-0.0067920548086599,0.0085860127023917,0.1032128823807632,-0.0599142566531631,0.0029138496672072,0.0366889085363638,8.019253994953022,2226.9689268142683,HINNPerf,4419.62
7z,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0870000502092696,3.0,-0.0059079834679466,0.009351398524394,0.1005414025355957,-0.0808424845619963,-0.0257166703922013,0.0309933327780476,5.408502357328064,1945.1535209102087,DaL,4303.973333333332
7z,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0636993715353984,3.0,-0.0055620425085369,0.0002107691920492,0.0117707631457584,-0.1807338565410265,-0.0004489703434378,0.0243030175481552,0.4877708601311475,561.4571878843789,RF,4512.873333333333
7z,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0611783849710051,1.5,0.0099130497423855,0.0007137022591376,0.0093213330538013,1.3272133615820234,0.0370543921357442,-0.324941217169914,0.474472701783474,613.6455181426815,DT,4513.066666666667
7z,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0616193134983365,5.0,-0.0068074299624115,-2.708172294208023,-8.95607020981019,0.4592889438638208,0.0593082174802339,0.0376200450082271,150.95366738706073,9413.22856703567,LR,4585.206666666667
7z,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1328515814181176,7.0,-0.0067459293474053,-2.0805001653908595,-8.860819435950123,-0.0454960353423894,0.0103456660771514,0.033288553272187,61.91440949581263,7107.55184501845,SVR,4793.98
7z,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4768218748791666,6.0,0.0008647717596057,-2.017130209064268,252.75764331160525,-3.004745663575236,-0.0432631556705354,-0.016846451016397,1115.3832071510485,12343.364629458794,GP,4525.326666666667
7z,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0602142321085071,5.0,-0.0071303081911938,-2.7085464755259885,-8.959402447384301,-0.0034660046415035,0.0583780753706317,0.0444201011791209,150.5883903679507,9427.633963714638,SPLConqueror,4585.206666666667
7z,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.038500513633547,1.0,0.015117539287281,0.0008461539252846,0.0118519341330838,1.6835348894190698,0.0104155383825146,-0.3706752327982235,0.4666588787128731,602.6640682656827,DECART,4505.3533333333335
7z,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1687878672726042,4.0,-0.0060309846979588,0.0062964845953459,0.1114234564975564,-0.141101829615132,-0.0189635394806753,0.027375570860824,99.97602853896838,2071.758986777368,DeepPerf,4546.6
7z,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1844298607294812,3.0,-0.0067920548086599,0.0085860127023917,0.1032128823807632,-0.0599142566531631,0.0029138496672072,0.0366889085363638,8.019253994953022,2226.9689268142683,HINNPerf,4542.34
7z,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0870000502092696,3.0,-0.0059079834679466,0.009351398524394,0.1005414025355957,-0.0808424845619963,-0.0257166703922013,0.0309933327780476,5.408502357328064,1945.1535209102087,DaL,4514.92
7z,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0636993715353984,3.0,-0.0055620425085369,0.0002107691920492,0.0117707631457584,-0.1807338565410265,-0.0004489703434378,0.0243030175481552,0.4877708601311475,561.4571878843789,RF,4307.740000000001
7z,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0611783849710051,1.5,0.0099130497423855,0.0007137022591376,0.0093213330538013,1.3272133615820234,0.0370543921357442,-0.324941217169914,0.474472701783474,613.6455181426815,DT,4304.9
7z,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0616193134983365,5.0,-0.0068074299624115,-2.708172294208023,-8.95607020981019,0.4592889438638208,0.0593082174802339,0.0376200450082271,150.95366738706073,9413.22856703567,LR,4422.92
7z,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1328515814181176,7.0,-0.0067459293474053,-2.0805001653908595,-8.860819435950123,-0.0454960353423894,0.0103456660771514,0.033288553272187,61.91440949581263,7107.55184501845,SVR,4420.533333333334
7z,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4768218748791666,6.0,0.0008647717596057,-2.017130209064268,252.75764331160525,-3.004745663575236,-0.0432631556705354,-0.016846451016397,1115.3832071510485,12343.364629458794,GP,4424.166666666667
7z,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0602142321085071,5.0,-0.0071303081911938,-2.7085464755259885,-8.959402447384301,-0.0034660046415035,0.0583780753706317,0.0444201011791209,150.5883903679507,9427.633963714638,SPLConqueror,4410.366666666667
7z,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.038500513633547,1.0,0.015117539287281,0.0008461539252846,0.0118519341330838,1.6835348894190698,0.0104155383825146,-0.3706752327982235,0.4666588787128731,602.6640682656827,DECART,4315.76
7z,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1687878672726042,4.0,-0.0060309846979588,0.0062964845953459,0.1114234564975564,-0.141101829615132,-0.0189635394806753,0.027375570860824,99.97602853896838,2071.758986777368,DeepPerf,4401.326666666667
7z,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1844298607294812,3.0,-0.0067920548086599,0.0085860127023917,0.1032128823807632,-0.0599142566531631,0.0029138496672072,0.0366889085363638,8.019253994953022,2226.9689268142683,HINNPerf,4364.06
7z,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0870000502092696,3.0,-0.0059079834679466,0.009351398524394,0.1005414025355957,-0.0808424845619963,-0.0257166703922013,0.0309933327780476,5.408502357328064,1945.1535209102087,DaL,4293.806666666667
Apache,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2777960369926417,2.0,-0.0374999999999999,0.000683293897072,-0.0008928868031459,2.465273391468842,-0.0151765662045328,-0.0001645561778604,0.8256108298026534,130.90234375,RF,31.70625333333333
Apache,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.247215892046207,1.5,0.01328125,0.0019509776041828,-0.0024930742051791,2.58472108912313,-0.0017808355652642,-0.0467699167550851,0.9712587838657604,135.646875,DT,31.70448
Apache,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2338210450612845,1.0,-0.0734374999999999,5.313450771926576e-05,-3.964862504385325e-05,2.534108030188664,0.0003509029705714,0.0163440023983471,0.8130866998336392,122.06640625,LR,31.707853333333333
Apache,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1510391024390311,4.0,-0.0687499999999999,-0.0012670957278035,0.1521593392278104,2.51720211897575,-0.0494352683769192,0.0158344840142582,64.02933871899114,135.528125,SVR,31.694219999999994
Apache,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3130629785948682,4.0,-0.0257812499999999,0.0206202813827121,-0.0222187107602667,2.416687518648994,-0.0287620157388074,-0.0005449075250592,2.090144249799033,138.69296875,GP,31.707993333333327
Apache,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.222414177088775,1.0,-0.075,0.0001323489808269,-0.0001340550747628,2.5041658527667408,-0.0088951577866442,0.016399241152557,0.8900254421428506,122.7796875,SPLConqueror,31.707853333333333
Apache,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3239747149433733,0.0,0.0625,0.0008810955263491,-0.0011454253984031,2.916090198537305,-0.0023538530102542,-0.0820428962199869,0.8492327940629243,129.9890625,DECART,31.70448
Apache,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1013348181603755,1.0,-0.0609374999999999,2.442515142031532e-05,-7.643210672686473e-05,2.6116718094439606,-0.028733524725001,0.0079506345658343,41.186298328189466,123.41953125,DeepPerf,31.64784666666668
Apache,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.162214760287507,1.0,-0.071875,-1.0209644988767865e-05,1.9130738853068152e-06,2.5693286750077418,-0.0181753458896516,0.016389177443248,0.8208047488967529,121.571875,HINNPerf,31.716173333333327
Apache,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2378790871152104,1.0,-0.0507812499999999,1.989262292867444e-05,-5.040013099980034e-05,2.586652540985981,-0.0477258544775037,-0.0035041396069244,0.7869973577048571,124.540625,DaL,31.705279999999995
Apache,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2777960369926417,2.0,-0.0374999999999999,0.000683293897072,-0.0008928868031459,2.465273391468842,-0.0151765662045328,-0.0001645561778604,0.8256108298026534,130.90234375,RF,31.68538666666668
Apache,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.247215892046207,1.5,0.01328125,0.0019509776041828,-0.0024930742051791,2.58472108912313,-0.0017808355652642,-0.0467699167550851,0.9712587838657604,135.646875,DT,31.722826666666663
Apache,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2338210450612845,1.0,-0.0734374999999999,5.313450771926576e-05,-3.964862504385325e-05,2.534108030188664,0.0003509029705714,0.0163440023983471,0.8130866998336392,122.06640625,LR,31.70071333333334
Apache,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1510391024390311,4.0,-0.0687499999999999,-0.0012670957278035,0.1521593392278104,2.51720211897575,-0.0494352683769192,0.0158344840142582,64.02933871899114,135.528125,SVR,31.72752666666668
Apache,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3130629785948682,4.0,-0.0257812499999999,0.0206202813827121,-0.0222187107602667,2.416687518648994,-0.0287620157388074,-0.0005449075250592,2.090144249799033,138.69296875,GP,31.763680000000008
Apache,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.222414177088775,1.0,-0.075,0.0001323489808269,-0.0001340550747628,2.5041658527667408,-0.0088951577866442,0.016399241152557,0.8900254421428506,122.7796875,SPLConqueror,31.70795333333334
Apache,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3239747149433733,0.0,0.0625,0.0008810955263491,-0.0011454253984031,2.916090198537305,-0.0023538530102542,-0.0820428962199869,0.8492327940629243,129.9890625,DECART,31.703940000000003
Apache,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1013348181603755,1.0,-0.0609374999999999,2.442515142031532e-05,-7.643210672686473e-05,2.6116718094439606,-0.028733524725001,0.0079506345658343,41.186298328189466,123.41953125,DeepPerf,31.71755333333333
Apache,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.162214760287507,1.0,-0.071875,-1.0209644988767865e-05,1.9130738853068152e-06,2.5693286750077418,-0.0181753458896516,0.016389177443248,0.8208047488967529,121.571875,HINNPerf,31.727266666666665
Apache,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2378790871152104,1.0,-0.0507812499999999,1.989262292867444e-05,-5.040013099980034e-05,2.586652540985981,-0.0477258544775037,-0.0035041396069244,0.7869973577048571,124.540625,DaL,31.71296
Apache,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2777960369926417,2.0,-0.0374999999999999,0.000683293897072,-0.0008928868031459,2.465273391468842,-0.0151765662045328,-0.0001645561778604,0.8256108298026534,130.90234375,RF,31.64494666666667
Apache,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.247215892046207,1.5,0.01328125,0.0019509776041828,-0.0024930742051791,2.58472108912313,-0.0017808355652642,-0.0467699167550851,0.9712587838657604,135.646875,DT,31.661506666666675
Apache,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2338210450612845,1.0,-0.0734374999999999,5.313450771926576e-05,-3.964862504385325e-05,2.534108030188664,0.0003509029705714,0.0163440023983471,0.8130866998336392,122.06640625,LR,31.63426000000001
